latitud,longitud,temp_media_marzo,temp_media_abril,temp_media_mayo,precipitacion_marzo,precipitacion_abril,precipitacion_mayo,tipo_suelo,ph_suelo,materia_organica_pct,cultivo_anterior,rendimiento_anterior,dia_del_ano
-27.68445316,-60.93531271,27.45741677,22.78598667,14.66773935,4.231610323,6.438986667,0.9474167742,Franco limosa,7.272730827331543,2.752988485849292,Trigo,3703,166
-27.70218707,-60.88823555,27.45742677,22.78599667,14.66774935,4.231620323,6.438996667,0.9474267742,Franco arenosa,7.442173004150391,3.079735427732306,Trigo,2959,137
-27.70263978,-60.8925265,27.45743677,22.78600667,14.66775935,4.231630323,6.439006667,0.9474367742,Franco arenosa,7.442173004150391,1.887107377240092,Trigo,3159,142
-27.69543104,-60.92338384,27.45744677,22.78601667,14.66776935,4.231640323,6.439016667,0.9474467742,Franco limosa,7.32387113571167,3.229532084639674,Trigo,3652,165
-27.69644065,-60.89123455,27.45745677,22.78602667,14.66777935,4.231650323,6.439026667,0.9474567742,Franco arenosa,7.442173004150391,2.3528065488755985,Trigo,1100,155
-27.66088001,-60.89492868,27.45746677,22.78603667,14.66778935,4.231660323,6.439036667,0.9474667742,Franco arenosa,7.383184432983398,1.5391107832744488,Trigo,1200,146
-27.67681703,-60.91657334,27.45747677,22.78604667,14.66779935,4.231670323,6.439046667,0.9474767742,Franco limosa,7.432586193084717,1.4322039659010113,Trigo,1000,150
-24.69134567,-65.05687377,24.25722419,21.14078333,14.05915968,3.493030645,2.72345,0.2665790323,Arenosa,7.580249786376953,2.6636304386806087,Maiz,1200,285
-24.67693119,-65.05334719,24.25723419,21.14079333,14.05916968,3.493040645,2.72346,0.2665890323,Arenosa,7.7358245849609375,2.1900345944130506,Maiz,1900,265
-24.64115821,-65.05350725,24.25724419,21.14080333,14.05917968,3.493050645,2.72347,0.2665990323,Franca,7.68604850769043,1.956676908449669,Maiz,5000,272
-24.69289393,-65.03846787,24.25725419,21.14081333,14.05918968,3.493060645,2.72348,0.2666090323,Franca,7.741505146026611,1.685741794487545,Maiz,6300,259
-24.6764068,-65.02751716,24.25726419,21.14082333,14.05919968,3.493070645,2.72349,0.2666190323,Arenosa,7.550769329071045,1.7562362012752275,Soja,1700,344
-24.67751471,-65.04840883,24.25727419,21.14083333,14.05920968,3.493080645,2.7235,0.2666290323,Arenosa,7.7358245849609375,3.383514693547476,Soja,1600,336
-24.68889407,-65.02317916,24.25728419,21.14084333,14.05921968,3.493090645,2.72351,0.2666390323,Franca,7.792278289794922,3.309654235156956,Soja,1500,317
-24.67483405,-65.06512199,24.25729419,21.14085333,14.05922968,3.493100645,2.72352,0.2666490323,Arenosa,7.775542736053467,3.1518653140884685,Soja,700,335
-24.64917714,-65.04673719,24.25730419,21.14086333,14.05923968,3.493110645,2.72353,0.2666590323,Franca,7.663817405700684,2.483162048807023,Soja,1400,335
-24.66999835,-65.07434578,24.25731419,21.14087333,14.05924968,3.493120645,2.72354,0.2666690323,Franca,7.79087495803833,3.4151447936613453,Soja,1691,317
-24.65378546,-65.0218959,24.25732419,21.14088333,14.05925968,3.493130645,2.72355,0.2666790323,Arenosa,7.696456909179687,1.4659472516501495,Soja,2350,335
-24.64290908,-65.05735475,24.25733419,21.14089333,14.05926968,3.493140645,2.72356,0.2666890323,Franca,7.699152946472168,2.458753236755604,Trigo,2514,136
-24.65140754,-65.0357756,24.25734419,21.14090333,14.05927968,3.493150645,2.72357,0.2666990323,Arenosa,7.649536609649658,2.008586887695836,Trigo,700,152
-24.67706817,-65.0791497,24.25735419,21.14091333,14.05928968,3.493160645,2.72358,0.2667090323,Arenosa,7.79087495803833,2.7655829202098103,Trigo,800,160
-24.64382339,-65.02657059,24.25736419,21.14092333,14.05929968,3.493170645,2.72359,0.2667190323,Arenosa,7.64667272567749,2.3663145283798164,Trigo,1200,164
-24.64623414,-65.04530831,24.25737419,21.14093333,14.05930968,3.493180645,2.7236,0.2667290323,Franca,7.663817405700684,3.451766997118828,Trigo,1122,152
-24.67922687,-65.04603552,24.25738419,21.14094333,14.05931968,3.493190645,2.72361,0.2667390323,Arenosa,7.757705688476562,2.802695220633137,Trigo,800,162
-24.68196981,-65.07350003,24.25739419,21.14095333,14.05932968,3.493200645,2.72362,0.2667490323,Arenosa,7.620029449462891,2.7055278855506955,Trigo,1103,135
-35.74699751,-58.5272084,20.25680419,15.45169667,9.389384839,8.128739677,6.281363333,0.3071267742,Areno-gravillosa,7.353387832641602,2.11741920715818,Cebada,4800,168
-35.77573623,-58.48274652,19.6016829,14.95873667,9.040715161,6.718457097,6.222403333,0.3429732258,Franca,7.159963607788086,1.702478025300699,Cebada,3000,174
-35.74890998,-58.50431065,20.25681419,15.45170667,9.389394839,8.128749677,6.281373333,0.3071367742,Franco-limo-gravillo,7.426066875457764,1.3405964842816116,Maiz,6500,291
-35.75822415,-58.51753777,19.6016929,14.95874667,9.040725161,6.718467097,6.222413333,0.3429832258,Arcillo arenosa,7.661805629730225,2.512846947607128,Maiz,5500,312
-35.76021311,-58.53168029,19.6017029,14.95875667,9.040735161,6.718477097,6.222423333,0.3429932258,Franca,7.26438045501709,2.500840488948689,Soja,2200,361
-35.78487359,-58.49948195,19.6017129,14.95876667,9.040745161,6.718487097,6.222433333,0.3430032258,Franca,7.192024230957031,1.5264145403166247,Soja,1500,365
-35.78142638,-58.49158111,19.6017229,14.95877667,9.040755161,6.718497097,6.222443333,0.3430132258,Franca,7.3738908767700195,2.2969526630974304,Soja,1000,359
-35.77508229,-58.51701987,19.6017329,14.95878667,9.040765161,6.718507097,6.222453333,0.3430232258,Franca,7.410255432128906,2.2184046248831795,Soja,1200,354
-35.77932061,-58.47639136,19.6017429,14.95879667,9.040775161,6.718517097,6.222463333,0.3430332258,Franca,7.159963607788086,1.4037157496029602,Soja,1200,355
-35.74926057,-58.50603992,20.25682419,15.45171667,9.389404839,8.128759677,6.281383333,0.3071467742,Franca,7.426066875457764,1.860251965058944,Soja,2150,358
-35.77887906,-58.52176415,19.6017529,14.95880667,9.040785161,6.718527097,6.222473333,0.3430432258,Franca,7.228697776794434,1.6298073495914311,Soja,1455,339
-35.7675794,-58.50760771,19.6017629,14.95881667,9.040795161,6.718537097,6.222483333,0.3430532258,Arcillo limosa,7.470012187957764,2.1641641513327894,Soja,1600,341
-35.77975381,-58.50085314,19.6017729,14.95882667,9.040805161,6.718547097,6.222493333,0.3430632258,Franca,7.2252678871154785,3.072640156275108,Trigo,5500,186
-35.76905644,-58.46670046,19.6017829,14.95883667,9.040815161,6.718557097,6.222503333,0.3430732258,Franca,7.308768272399902,3.006019764577873,Trigo,4200,179
-22.51662319,-63.79503072,28.81298323,25.38308,18.04201548,2.410402581,2.913413333,0.4274993548,Franca,7.225129127502441,2.103753652384567,Maiz,5700,281
-22.53152201,-63.79685617,28.81299323,25.38309,18.04202548,2.410412581,2.913423333,0.4275093548,Franca,7.193386554718018,1.7521653205043253,Maiz,3900,271
-22.52140866,-63.80638778,28.81300323,25.3831,18.04203548,2.410422581,2.913433333,0.4275193548,Franca,7.186476230621338,3.009592689221241,Maiz,6000,273
-22.53544705,-63.82839487,28.81301323,25.38311,18.04204548,2.410432581,2.913443333,0.4275293548,Franca,7.081252098083496,2.9100853651329777,Soja,1600,323
-22.54255653,-63.79998406,28.81302323,25.38312,18.04205548,2.410442581,2.913453333,0.4275393548,Franca,7.185465335845947,1.499472538004858,Soja,1500,334
-22.52303836,-63.80306525,28.81303323,25.38313,18.04206548,2.410452581,2.913463333,0.4275493548,Franca,7.195012092590332,1.7664089907063605,Soja,1300,319
-22.51375485,-63.81003461,28.81304323,25.38314,18.04207548,2.410462581,2.913473333,0.4275593548,Franca,7.084996223449707,3.4357964242738106,Soja,2100,340
-22.54202989,-63.80692954,28.81305323,25.38315,18.04208548,2.410472581,2.913483333,0.4275693548,Franca,7.185465335845947,1.9878248527011548,Soja,2280,340
-22.51446303,-63.82511319,28.81306323,25.38316,18.04209548,2.410482581,2.913493333,0.4275793548,Franca,7.038171291351318,1.9281805861547048,Soja,2144,319
-22.53332132,-63.82698546,28.81307323,25.38317,18.04210548,2.410492581,2.913503333,0.4275893548,Franca,7.081252098083496,3.134878918554324,Soja,2299,332
-22.53654539,-63.8339327,28.81308323,25.38318,18.04211548,2.410502581,2.913513333,0.4275993548,Franca,7.00562047958374,1.3761327378540276,Trigo,900,166
-22.49327512,-63.79936964,28.81309323,25.38319,18.04212548,2.410512581,2.913523333,0.4276093548,Franca,7.007142543792725,3.0331853942238767,Trigo,800,137
-37.0203506,-57.16398875,19.94630903,16.30084667,10.83824452,5.702760645,4.360513333,0.475663871,Franco limosa,7.495584964752197,2.414616211138262,Cebada,5000,154
-37.03200217,-57.12523738,19.94631903,16.30085667,10.83825452,5.702770645,4.360523333,0.475673871,Franca,7.570803165435791,2.336670578244826,Soja,3400,360
-37.01223176,-57.11075369,19.94632903,16.30086667,10.83826452,5.702780645,4.360533333,0.475683871,Franca,7.54783296585083,3.0315271191811464,Soja,3700,362
-36.99970899,-57.10163043,19.94633903,16.30087667,10.83827452,5.702790645,4.360543333,0.475693871,Franca,7.411259651184082,1.2469308717724554,Soja,1798,350
-37.00056499,-57.1495759,19.94634903,16.30088667,10.83828452,5.702800645,4.360553333,0.475703871,Franca,7.69576358795166,2.3010237808794507,Soja,2678,352
-37.03544409,-57.10649238,19.94635903,16.30089667,10.83829452,5.702810645,4.360563333,0.475713871,Franca,7.488826274871826,2.7860727207546656,Trigo,5300,154
-37.2245708,-61.26668959,19.12590645,13.66643333,7.39493871,8.006229032,4.637433333,0.2978419355,Franco limosa,7.483300685882568,2.026601762033051,Cebada,4000,153
-37.2653657,-61.25272163,18.63264065,13.21972667,6.941350323,5.598769677,3.554393333,0.2913503226,Franca,7.58322811126709,1.921072116647336,Cebada,3000,156
-37.25533451,-61.28635159,18.63265065,13.21973667,6.941360323,5.598779677,3.554403333,0.2913603226,Franca,7.645029544830322,2.657227950359177,Cebada,3000,156
-37.23036072,-61.23243107,19.12591645,13.66644333,7.39494871,8.006239032,4.637443333,0.2978519355,Franco limosa,7.678048133850098,1.3033081868748408,Maiz,6000,291
-37.2678371,-61.23391161,18.63266065,13.21974667,6.941370323,5.598789677,3.554413333,0.2913703226,Franca,7.749228000640869,3.322675986485647,Maiz,3900,303
-37.23622236,-61.23682353,19.12592645,13.66645333,7.39495871,8.006249032,4.637453333,0.2978619355,Franco limosa,7.475961208343506,2.519730032388942,Maiz,5000,306
-37.23449253,-61.29794949,19.12593645,13.66646333,7.39496871,8.006259032,4.637463333,0.2978719355,Franca,7.49765682220459,1.7421392700413598,Soja,2200,348
-37.23694189,-61.25262101,19.12594645,13.66647333,7.39497871,8.006269032,4.637473333,0.2978819355,Franco limosa,7.295930862426758,3.226626499508084,Soja,2100,340
-37.23744646,-61.23200707,19.12595645,13.66648333,7.39498871,8.006279032,4.637483333,0.2978919355,Franco limosa,7.621924877166748,3.390007775899697,Soja,900,341
-37.26717094,-61.2395773,18.63267065,13.21975667,6.941380323,5.598799677,3.554423333,0.2913803226,Franca,7.498471736907959,2.141930851024032,Soja,2051,354
-37.25189404,-61.26950085,18.63268065,13.21976667,6.941390323,5.598809677,3.554433333,0.2913903226,Franca,7.693328857421875,2.6981693635631663,Trigo,2478,174
-37.2257276,-61.26573947,19.12596645,13.66649333,7.39499871,8.006289032,4.637493333,0.2979019355,Franco limosa,7.483300685882568,1.6594166441020994,Trigo,2178,162
-34.93874574,-58.93585904,21.14165032,16.19702667,9.977779355,9.271087742,5.573453333,0.2659264516,Franco limosa,6.914322376251221,3.479669961962016,Cebada,2000,170
-34.95138324,-58.93322845,21.14166032,16.19703667,9.977789355,9.271097742,5.573463333,0.2659364516,Franco limosa,6.988483905792236,2.9945662539154103,Cebada,5300,172
-34.94441362,-58.9356002,21.14167032,16.19704667,9.977799355,9.271107742,5.573473333,0.2659464516,Franco limosa,6.945216178894043,3.0728928193264595,Maiz,5500,300
-34.92703354,-58.92047451,21.14168032,16.19705667,9.977809355,9.271117742,5.573483333,0.2659564516,Franco limosa,6.888130187988281,2.900315589428718,Soja,3200,347
-34.94177975,-58.9376436,21.14169032,16.19706667,9.977819355,9.271127742,5.573493333,0.2659664516,Franco limosa,6.738669395446777,3.363077300136114,Soja,1600,335
-34.94903802,-58.95781708,21.14170032,16.19707667,9.977829355,9.271137742,5.573503333,0.2659764516,Franco limosa,7.090847969055176,1.617157368039777,Soja,2900,341
-34.9279711,-58.9583553,21.14171032,16.19708667,9.977839355,9.271147742,5.573513333,0.2659864516,Franco limosa,6.114264142825084,2.278598614861806,Soja,2000,347
-34.9504212,-58.94475774,21.14172032,16.19709667,9.977849355,9.271157742,5.573523333,0.2659964516,Franco limosa,6.842578411102295,1.761664189279453,Soja,2150,335
-34.91599167,-58.98069355,21.14173032,16.19710667,9.977859355,9.271167742,5.573533333,0.2660064516,Franco limosa,6.386837005615234,3.408558162713752,Soja,2000,350
-34.92195195,-58.95905611,21.14174032,16.19711667,9.977869355,9.271177742,5.573543333,0.2660164516,Franco limosa,6.646346092224121,3.295315395744417,Soja,2706,360
-34.93370183,-58.97113831,21.14175032,16.19712667,9.977879355,9.271187742,5.573553333,0.2660264516,Franco limosa,7.135613918304443,1.4739860849205844,Soja,2525,364
-34.9421441,-58.96437712,21.14176032,16.19713667,9.977889355,9.271197742,5.573563333,0.2660364516,Franco limosa,6.989604473114014,3.260752325359048,Trigo,1800,173
-36.44258779,-56.94445804,20.25519129,16.45103,10.82970742,5.366804194,4.773696667,0.4851912903,Arcillosa,7.380446910858154,1.2795455966172156,Maiz,0,305
-36.41267918,-56.91839262,20.25520129,16.45104,10.82971742,5.366814194,4.773706667,0.4852012903,Arcillosa,7.409580707550049,2.788036817878628,Maiz,5800,314
-36.39639951,-56.9476906,20.25521129,16.45105,10.82972742,5.366824194,4.773716667,0.4852112903,Arcillosa,7.544946193695068,3.3563217247514467,Soja,2500,336
-36.39202111,-56.90569912,20.25522129,16.45106,10.82973742,5.366834194,4.773726667,0.4852212903,Arcillosa,7.530879497528076,2.826559464866085,Soja,2400,341
-36.39727653,-56.93382308,20.25523129,16.45107,10.82974742,5.366844194,4.773736667,0.4852312903,Arcillosa,7.475503921508789,1.6892571242350567,Soja,2500,358
-36.40652556,-56.93381988,20.25524129,16.45108,10.82975742,5.366854194,4.773746667,0.4852412903,Arcillosa,7.498342990875244,1.4507238539938172,Soja,2400,357
-36.39207127,-56.9505938,20.25525129,16.45109,10.82976742,5.366864194,4.773756667,0.4852512903,Arcillosa,7.575216293334961,1.5662152239809428,Trigo,5000,170
-33.71675809,-61.40657004,22.18234806,17.09675667,10.16073516,7.603638387,5.588423333,0.1668641935,Franco limosa,7.955875618913535,1.3786657674128324,Maiz,5700,311
-33.72053831,-61.41970776,22.18235806,17.09676667,10.16074516,7.603648387,5.588433333,0.1668741935,Franco limosa,7.061992251389851,3.094222971642808,Maiz,9400,312
-33.70618949,-61.44940789,22.18236806,17.09677667,10.16075516,7.603658387,5.588443333,0.1668841935,Franco-limo-gravillo,7.392496692359471,2.709189608578258,Maiz,8480,280
-33.71544585,-61.4282651,22.18237806,17.09678667,10.16076516,7.603668387,5.588453333,0.1668941935,Arcillosa,7.982156151960174,3.324055711491164,Soja,3900,322
-33.73204754,-61.40521047,22.18238806,17.09679667,10.16077516,7.603678387,5.588463333,0.1669041935,Franco limosa,7.221418857574463,3.359910224064701,Soja,1600,342
-33.73700604,-61.41627413,22.18239806,17.09680667,10.16078516,7.603688387,5.588473333,0.1669141935,Franco limosa,7.166189193725586,1.7417171695485956,Soja,3800,347
-33.72151337,-61.42903892,22.18240806,17.09681667,10.16079516,7.603698387,5.588483333,0.1669241935,Franco limosa,6.507906852768597,3.1466069056262898,Soja,1800,341
-33.72269841,-61.43227336,22.18241806,17.09682667,10.16080516,7.603708387,5.588493333,0.1669341935,Franco limosa,6.899753321138446,1.9551260344626176,Soja,3488,348
-33.74173653,-61.40562333,22.18242806,17.09683667,10.16081516,7.603718387,5.588503333,0.1669441935,Franco limosa,6.841470241546631,3.330299514462584,Soja,1461,347
-33.70598955,-61.44905737,22.18243806,17.09684667,10.16082516,7.603728387,5.588513333,0.1669541935,Areno franca,6.639085140920062,1.8328728847926683,Soja,3364,339
-33.75977236,-61.44381712,22.02291323,16.66401,9.939687419,5.708397097,6.89101,0.1483970968,Franco limosa,6.981070729625698,2.8684212045854207,Soja,3168,330
-33.75716515,-61.44847568,22.02292323,16.66402,9.939697419,5.708407097,6.89102,0.1484070968,Franco limosa,7.366351810416554,1.4014653433993238,Trigo,4800,159
-33.72072706,-61.44623833,22.18244806,17.09685667,10.16083516,7.603738387,5.588523333,0.1669641935,Areno-franca,6.708412828988052,1.7454733623230871,Trigo,2800,167
-33.72018991,-61.45930159,22.18245806,17.09686667,10.16084516,7.603748387,5.588533333,0.1669741935,Arenosa,6.2124164514039855,2.095913221727628,Trigo,2700,163
-26.26185956,-53.63881518,23.89451613,22.33766667,17.12548387,3.92,7.162,7.179677419,Arcillosa,5.290854454040527,1.886979032076096,Maiz,3500,281
-26.2347369,-53.6560535,24.99679419,23.04502,17.90969742,3.247439355,6.771686667,7.260665161,Franca,6.302815214318437,1.9605421333650848,Maiz,4000,274
-26.23285935,-53.65551389,24.99680419,23.04503,17.90970742,3.247449355,6.771696667,7.260675161,Franco arcillo areno,6.252790352706202,1.5695057415568314,Maiz,5000,258
-26.2319355,-53.65425509,24.99681419,23.04504,17.90971742,3.247459355,6.771706667,7.260685161,Franca,6.86264380735645,2.1040015469060296,Soja,1500,336
-26.25754669,-53.67813737,23.89452613,22.33767667,17.12549387,3.92001,7.16201,7.179687419,Franco arcillosa,5.607827663421631,1.8570324153327888,Soja,2297,323
-26.2717607,-53.62180851,23.89453613,22.33768667,17.12550387,3.92002,7.16202,7.179697419,Franco-limo-gravillo,7.600121044781826,1.6297730143346705,Soja,4000,324
-26.24953289,-53.62540463,24.99682419,23.04505,17.90972742,3.247469355,6.771716667,7.260695161,Franco arcillo limos,6.695798069681721,1.966412397083216,Soja,1503,326
-26.25070509,-53.65063688,23.89454613,22.33769667,17.12551387,3.92003,7.16203,7.179707419,Franco arenosa,5.4522247314453125,1.9586907211675504,Soja,2300,337
-26.26630004,-53.62814303,23.89455613,22.33770667,17.12552387,3.92004,7.16204,7.179717419,Franco arenosa grues,6.765901620684555,1.5782404849095684,Soja,4000,343
-26.25453153,-53.67011988,23.89456613,22.33771667,17.12553387,3.92005,7.16205,7.179727419,Franco arenosa grues,5.607827663421631,2.920512140766868,Soja,3500,322
-29.16007644,-59.67912876,26.40580645,22.094,14.43032258,4.893225806,5.225666667,0.5712903226,Franco limosa,6.747939120494905,2.6172387444200487,Maiz,3260,261
-29.14762827,-59.64987679,26.40581645,22.09401,14.43033258,4.893235806,5.225676667,0.5713003226,Franco limosa,6.200266940465558,1.4836634243610105,Maiz,2530,277
-29.12472377,-59.64707051,26.40582645,22.09402,14.43034258,4.893245806,5.225686667,0.5713103226,Franco limosa,7.994597671577251,3.083861902243502,Maiz,2840,276
-29.13074216,-59.65833581,26.40583645,22.09403,14.43035258,4.893255806,5.225696667,0.5713203226,Areno-gravillosa,6.875051172633549,2.8553454454921336,Maiz,3980,279
-29.13566966,-59.67656291,26.40584645,22.09404,14.43036258,4.893265806,5.225706667,0.5713303226,Franca,7.337556838989258,2.8029636799777857,Soja,1600,330
-29.17525454,-59.63299446,26.40585645,22.09405,14.43037258,4.893275806,5.225716667,0.5713403226,Franco limosa,6.996012210845947,2.3217774901075936,Soja,1020,320
-29.17184886,-59.68035366,26.40586645,22.09406,14.43038258,4.893285806,5.225726667,0.5713503226,Areno franca,6.795628547668457,2.716855798782728,Soja,1600,342
-29.14327953,-59.64218013,26.40587645,22.09407,14.43039258,4.893295806,5.225736667,0.5713603226,Franco limosa,6.306473064750072,2.5801740738178136,Soja,700,332
-29.13854304,-59.67932471,26.40588645,22.09408,14.43040258,4.893305806,5.225746667,0.5713703226,Franco limosa,7.337556838989258,3.430277387892934,Soja,1300,343
-29.13239611,-59.63824216,26.40589645,22.09409,14.43041258,4.893315806,5.225756667,0.5713803226,Franco arenosa,6.152864763232888,2.7965108538635675,Soja,800,327
-29.13679686,-59.65134876,26.40590645,22.0941,14.43042258,4.893325806,5.225766667,0.5713903226,Franco limosa,7.24941642028139,2.951685114161622,Soja,1800,339
-29.13091375,-59.65838527,26.40591645,22.09411,14.43043258,4.893335806,5.225776667,0.5714003226,Franca limosa,6.199097039639669,1.5078429514909222,Soja,1300,335
-29.13985807,-59.64295705,26.40592645,22.09412,14.43044258,4.893345806,5.225786667,0.5714103226,Franco limosa,6.614980494389559,2.7080230781936026,Soja,1423,319
-29.16495238,-59.63963871,26.40593645,22.09413,14.43045258,4.893355806,5.225796667,0.5714203226,Franco limosa,7.11130973588226,2.3789618258899363,Soja,891,341
-29.15575515,-59.64951923,26.40594645,22.09414,14.43046258,4.893365806,5.225806667,0.5714303226,Franco limosa,7.47950047886293,3.292046825351392,Soja,1691,338
-29.15887034,-59.67895844,26.40595645,22.09415,14.43047258,4.893375806,5.225816667,0.5714403226,Franco limosa,7.83540735315133,3.2206437933002974,Soja,1092,334
-29.17192373,-59.66969029,26.40596645,22.09416,14.43048258,4.893385806,5.225826667,0.5714503226,Franco limosa,6.725775718688965,3.2257295004115205,Trigo,1600,154
-29.15188763,-59.63263236,26.40597645,22.09417,14.43049258,4.893395806,5.225836667,0.5714603226,Franco limosa,6.951271057128906,1.742888923667417,Trigo,2400,136
-29.17660967,-59.67769932,26.40598645,22.09418,14.43050258,4.893405806,5.225846667,0.5714703226,Arcillo arenosa,6.812002182006836,2.2859999569990617,Trigo,1800,137
-29.15748337,-59.62753822,26.40599645,22.09419,14.43051258,4.893415806,5.225856667,0.5714803226,Franco limosa,6.972102165222168,2.8195859283733533,Trigo,2000,158
-35.54273541,-58.31432833,20.31870968,15.77133333,9.679677419,7.933548387,5.838666667,0.3280645161,Franca,7.341861724853516,2.2353399844584603,Cebada,4400,161
-35.53721394,-58.33636945,20.31871968,15.77134333,9.679687419,7.933558387,5.838676667,0.3280745161,Franca,7.574946403503418,2.316349256928289,Cebada,3000,176
-35.49384344,-58.30399248,20.31872968,15.77135333,9.679697419,7.933568387,5.838686667,0.3280845161,Franca,7.86919641494751,1.3789800303561577,Cebada,6200,155
-35.53557525,-58.29274726,20.31873968,15.77136333,9.679707419,7.933578387,5.838696667,0.3280945161,Franca,7.498446941375732,2.037712438935656,Cebada,5600,154
-35.50857948,-58.34598416,20.31874968,15.77137333,9.679717419,7.933588387,5.838706667,0.3281045161,Franca,7.962647914886475,2.370791495473901,Maiz,7000,321
-35.4987518,-58.33558829,20.31875968,15.77138333,9.679727419,7.933598387,5.838716667,0.3281145161,Franca,7.811641693115234,1.6486388411506208,Maiz,5500,331
-35.5005466,-58.28598331,20.31876968,15.77139333,9.679737419,7.933608387,5.838726667,0.3281245161,Franca,7.341501712799072,2.81767669533522,Maiz,7800,302
-35.49329695,-58.34093645,20.31877968,15.77140333,9.679747419,7.933618387,5.838736667,0.3281345161,Franca,7.899838924407959,3.183431487508562,Maiz,7200,295
-35.51617806,-58.29362632,20.31878968,15.77141333,9.679757419,7.933628387,5.838746667,0.3281445161,Franca,7.047475814819336,1.358626831978064,Soja,3200,343
-35.51125198,-58.32361964,20.31879968,15.77142333,9.679767419,7.933638387,5.838756667,0.3281545161,Franca,7.414658069610596,2.2765501628351825,Soja,1600,351
-35.50748624,-58.34663027,20.31880968,15.77143333,9.679777419,7.933648387,5.838766667,0.3281645161,Franca,7.962647914886475,1.814893046679914,Soja,3400,358
-35.53886053,-58.32216358,20.31881968,15.77144333,9.679787419,7.933658387,5.838776667,0.3281745161,Franca,7.381781101226807,1.778958882182664,Soja,3100,361
-35.49390623,-58.33376661,20.31882968,15.77145333,9.679797419,7.933668387,5.838786667,0.3281845161,Franca,7.370432376861572,2.8789479744192987,Soja,2000,356
-35.52543745,-58.32184728,20.31883968,15.77146333,9.679807419,7.933678387,5.838796667,0.3281945161,Franca,7.488615989685059,1.9497243516272125,Soja,1000,358
-35.5242551,-58.3180956,20.31884968,15.77147333,9.679817419,7.933688387,5.838806667,0.3282045161,Franca,7.620161056518555,2.564577008850246,Soja,2200,342
-35.53887639,-58.31107009,20.31885968,15.77148333,9.679827419,7.933698387,5.838816667,0.3282145161,Franca,7.242858409881592,3.275059661691788,Soja,2200,357
-35.54092731,-58.29884026,20.31886968,15.77149333,9.679837419,7.933708387,5.838826667,0.3282245161,Franco limosa,7.218200206756592,1.3659336680681278,Soja,2787,360
-35.50924858,-58.32818362,20.31887968,15.77150333,9.679847419,7.933718387,5.838836667,0.3282345161,Franca,7.659182548522949,2.871596030195819,Soja,1372,362
-35.50774095,-58.33965781,20.31888968,15.77151333,9.679857419,7.933728387,5.838846667,0.3282445161,Franca,7.962647914886475,2.350802938686975,Soja,2909,336
-35.51564617,-58.34935846,20.31889968,15.77152333,9.679867419,7.933738387,5.838856667,0.3282545161,Franca,7.696259498596191,1.898435252912212,Soja,2674,344
-35.49341414,-58.29905917,20.31890968,15.77153333,9.679877419,7.933748387,5.838866667,0.3282645161,Franca,7.86919641494751,2.5282283636091,Trigo,3800,176
-35.54302834,-58.33486906,20.31891968,15.77154333,9.679887419,7.933758387,5.838876667,0.3282745161,Franca,7.512973308563232,2.2923569770833407,Trigo,2300,171
-35.53248668,-58.35106306,20.31892968,15.77155333,9.679897419,7.933768387,5.838886667,0.3282845161,Franca,7.515223503112793,2.076957358876964,Trigo,4800,170
-35.49921717,-58.29552637,20.31893968,15.77156333,9.679907419,7.933778387,5.838896667,0.3282945161,Franca,7.606420993804932,1.4808844980396283,Trigo,4200,161
-33.7049365,-65.40548872,22.43853452,15.99780333,7.991760323,0.7627280645,1.37347,0.705953871,Franco arenosa,8.448792457580566,2.6112142298481995,Cebada,1400,140
-33.66577232,-65.37889808,22.43854452,15.99781333,7.991770323,0.7627380645,1.37348,0.705963871,Franco arenosa,8.989901542663574,1.8133740188354817,Maiz,4700,275
-33.69741453,-65.35795876,22.43855452,15.99782333,7.991780323,0.7627480645,1.37349,0.705973871,Franco arenosa,8.455946922302246,1.6690966945840235,Maiz,3300,281
-33.70192166,-65.35520456,22.43856452,15.99783333,7.991790323,0.7627580645,1.3735,0.705983871,Franco arenosa,8.455946922302246,1.4507801942572256,Maiz,4400,281
-33.66969259,-65.35436062,22.43857452,15.99784333,7.991800323,0.7627680645,1.37351,0.705993871,Franco arenosa,8.487034797668457,2.1002036533229003,Maiz,5300,318
-33.69365135,-65.39381732,22.43858452,15.99785333,7.991810323,0.7627780645,1.37352,0.706003871,Franco arenosa,8.375822067260742,2.177872445344451,Soja,2200,347
-33.68249916,-65.39329061,22.43859452,15.99786333,7.991820323,0.7627880645,1.37353,0.706013871,Franco arenosa,8.451598167419434,1.62424576539936,Soja,1700,345
-33.65964676,-65.34306285,22.43860452,15.99787333,7.991830323,0.7627980645,1.37354,0.706023871,Franco arenosa,8.354292869567871,1.767013128674524,Soja,1800,329
-33.681929,-65.36214132,22.43861452,15.99788333,7.991840323,0.7628080645,1.37355,0.706033871,Franco arenosa,8.543169021606445,2.2297347404235177,Soja,1870,341
-33.70001128,-65.35872587,22.43862452,15.99789333,7.991850323,0.7628180645,1.37356,0.706043871,Franco arenosa,8.455946922302246,2.8359204442595902,Soja,1400,320
-33.70863498,-65.34831168,22.43863452,15.99790333,7.991860323,0.7628280645,1.37357,0.706053871,Franco arenosa,8.540434837341309,1.4118456095208325,Soja,2191,345
-33.68274485,-65.35875265,22.43864452,15.99791333,7.991870323,0.7628380645,1.37358,0.706063871,Franco arenosa,8.543169021606445,1.2199067914589248,Soja,1700,336
